"StateFIPS","State","CensusTract","Census Tract","Year","Value","Data Comment","95% Confidence Interval","Confidence Interval Low","Confidence Interval High",
"06","California","06111001201","Ventura County, CA - 06111001201","2020","21.2%","","(19.0% - 23.5%)","19.0%","23.5%",
"06","California","06111001202","Ventura County, CA - 06111001202","2020","16.0%","","(14.6% - 17.4%)","14.6%","17.4%",
"06","California","06111001204","Ventura County, CA - 06111001204","2020","22.3%","","(20.3% - 24.4%)","20.3%","24.4%",
"06","California","06111001206","Ventura County, CA - 06111001206","2020","19.1%","","(16.7% - 21.3%)","16.7%","21.3%",
"06","California","06111001301","Ventura County, CA - 06111001301","2020","18.8%","","(16.9% - 20.8%)","16.9%","20.8%",
"06","California","06111001302","Ventura County, CA - 06111001302","2020","32.8%","","(29.9% - 35.5%)","29.9%","35.5%",
"06","California","06111001401","Ventura County, CA - 06111001401","2020","16.5%","","(14.7% - 18.3%)","14.7%","18.3%",
"06","California","06111001402","Ventura County, CA - 06111001402","2020","16.6%","","(14.8% - 18.6%)","14.8%","18.6%",
"06","California","06111001502","Ventura County, CA - 06111001502","2020","20.2%","","(18.2% - 22.3%)","18.2%","22.3%",
"06","California","06111001503","Ventura County, CA - 06111001503","2020","21.1%","","(19.1% - 23.4%)","19.1%","23.4%",
"06","California","06111001506","Ventura County, CA - 06111001506","2020","17.6%","","(15.9% - 19.4%)","15.9%","19.4%",
"06","California","06111001507","Ventura County, CA - 06111001507","2020","20.5%","","(18.6% - 22.6%)","18.6%","22.6%",
"06","California","06111001601","Ventura County, CA - 06111001601","2020","20.3%","","(18.6% - 22.1%)","18.6%","22.1%",
"06","California","06111001602","Ventura County, CA - 06111001602","2020","18.3%","","(16.1% - 20.8%)","16.1%","20.8%",
"06","California","06111001700","Ventura County, CA - 06111001700","2020","15.4%","","(13.2% - 17.9%)","13.2%","17.9%",
"06","California","06111001800","Ventura County, CA - 06111001800","2020","15.2%","","(13.2% - 17.5%)","13.2%","17.5%",
"06","California","06111001900","Ventura County, CA - 06111001900","2020","17.9%","","(15.7% - 20.1%)","15.7%","20.1%",
"06","California","06111002000","Ventura County, CA - 06111002000","2020","14.0%","","(12.1% - 16.1%)","12.1%","16.1%",
"06","California","06111002102","Ventura County, CA - 06111002102","2020","15.1%","","(13.2% - 17.1%)","13.2%","17.1%",
"06","California","06111002200","Ventura County, CA - 06111002200","2020","23.8%","","(21.3% - 26.3%)","21.3%","26.3%",
"06","California","06111002300","Ventura County, CA - 06111002300","2020","26.9%","","(23.9% - 29.9%)","23.9%","29.9%",
"06","California","06111002400","Ventura County, CA - 06111002400","2020","22.3%","","(20.3% - 24.5%)","20.3%","24.5%",
"06","California","06111002500","Ventura County, CA - 06111002500","2020","15.4%","","(13.9% - 17.0%)","13.9%","17.0%",
"06","California","06111002600","Ventura County, CA - 06111002600","2020","16.2%","","(14.4% - 18.2%)","14.4%","18.2%",
"06","California","06111002700","Ventura County, CA - 06111002700","2020","18.8%","","(16.5% - 21.4%)","16.5%","21.4%",
"06","California","06111002800","Ventura County, CA - 06111002800","2020","18.9%","","(17.2% - 20.6%)","17.2%","20.6%",
"06","California","06111002901","Ventura County, CA - 06111002901","2020","21.8%","","(19.8% - 23.9%)","19.8%","23.9%",
"06","California","06111002905","Ventura County, CA - 06111002905","2020","20.1%","","(18.2% - 22.1%)","18.2%","22.1%",
"06","California","06111003010","Ventura County, CA - 06111003010","2020","22.5%","","(20.3% - 24.7%)","20.3%","24.7%",
"06","California","06111003011","Ventura County, CA - 06111003011","2020","27.7%","","(24.7% - 30.9%)","24.7%","30.9%",
"06","California","06111003012","Ventura County, CA - 06111003012","2020","45.6%","","(43.4% - 47.7%)","43.4%","47.7%",
"06","California","06111003013","Ventura County, CA - 06111003013","2020","21.8%","","(19.6% - 24.0%)","19.6%","24.0%",
"06","California","06111003100","Ventura County, CA - 06111003100","2020","20.8%","","(19.1% - 22.7%)","19.1%","22.7%",
"06","California","06111003201","Ventura County, CA - 06111003201","2020","36.9%","","(33.4% - 40.1%)","33.4%","40.1%",
"06","California","06111003300","Ventura County, CA - 06111003300","2020","27.5%","","(25.0% - 30.2%)","25.0%","30.2%",
"06","California","06111003605","Ventura County, CA - 06111003605","2020","19.9%","","(18.1% - 21.6%)","18.1%","21.6%",
"06","California","06111003608","Ventura County, CA - 06111003608","2020","23.5%","","(21.5% - 25.6%)","21.5%","25.6%",
"06","California","06111003609","Ventura County, CA - 06111003609","2020","15.6%","","(13.7% - 17.7%)","13.7%","17.7%",
"06","California","06111003612","Ventura County, CA - 06111003612","2020","16.1%","","(14.7% - 17.6%)","14.7%","17.6%",
"06","California","06111003700","Ventura County, CA - 06111003700","2020","32.6%","","(29.3% - 35.9%)","29.3%","35.9%",
"06","California","06111003801","Ventura County, CA - 06111003801","2020","34.3%","","(30.6% - 37.8%)","30.6%","37.8%",
"06","California","06111003802","Ventura County, CA - 06111003802","2020","30.8%","","(27.7% - 33.9%)","27.7%","33.9%",
"06","California","06111003900","Ventura County, CA - 06111003900","2020","29.7%","","(26.2% - 33.0%)","26.2%","33.0%",
"06","California","06111004000","Ventura County, CA - 06111004000","2020","32.1%","","(28.8% - 35.3%)","28.8%","35.3%",
"06","California","06111004101","Ventura County, CA - 06111004101","2020","28.6%","","(25.0% - 31.9%)","25.0%","31.9%",
"06","California","06111004200","Ventura County, CA - 06111004200","2020","26.0%","","(23.7% - 28.3%)","23.7%","28.3%",
"06","California","06111004304","Ventura County, CA - 06111004304","2020","22.7%","","(20.5% - 25.0%)","20.5%","25.0%",
"06","California","06111004305","Ventura County, CA - 06111004305","2020","15.2%","","(13.4% - 16.9%)","13.4%","16.9%",
"06","California","06111004400","Ventura County, CA - 06111004400","2020","25.4%","","(23.0% - 27.7%)","23.0%","27.7%",
"06","California","06111004503","Ventura County, CA - 06111004503","2020","33.3%","","(30.0% - 36.5%)","30.0%","36.5%",
"06","California","06111004504","Ventura County, CA - 06111004504","2020","31.5%","","(28.6% - 34.4%)","28.6%","34.4%",
"06","California","06111004505","Ventura County, CA - 06111004505","2020","29.4%","","(26.7% - 32.0%)","26.7%","32.0%",
"06","California","06111004506","Ventura County, CA - 06111004506","2020","40.3%","","(35.4% - 44.4%)","35.4%","44.4%",
"06","California","06111004600","Ventura County, CA - 06111004600","2020","18.0%","","(16.2% - 19.9%)","16.2%","19.9%",
"06","California","06111004704","Ventura County, CA - 06111004704","2020","29.3%","","(26.7% - 32.0%)","26.7%","32.0%",
"06","California","06111004710","Ventura County, CA - 06111004710","2020","29.8%","","(27.0% - 32.5%)","27.0%","32.5%",
"06","California","06111004711","Ventura County, CA - 06111004711","2020","29.6%","","(27.1% - 32.3%)","27.1%","32.3%",
"06","California","06111004715","Ventura County, CA - 06111004715","2020","27.0%","","(24.9% - 29.3%)","24.9%","29.3%",
"06","California","06111004716","Ventura County, CA - 06111004716","2020","27.4%","","(24.6% - 30.3%)","24.6%","30.3%",
"06","California","06111004717","Ventura County, CA - 06111004717","2020","33.5%","","(30.0% - 36.7%)","30.0%","36.7%",
"06","California","06111004901","Ventura County, CA - 06111004901","2020","20.3%","","(18.4% - 22.3%)","18.4%","22.3%",
"06","California","06111004902","Ventura County, CA - 06111004902","2020","34.8%","","(31.6% - 37.9%)","31.6%","37.9%",
"06","California","06111005002","Ventura County, CA - 06111005002","2020","34.1%","","(31.2% - 36.6%)","31.2%","36.6%",
"06","California","06111005003","Ventura County, CA - 06111005003","2020","31.0%","","(28.5% - 33.5%)","28.5%","33.5%",
"06","California","06111005004","Ventura County, CA - 06111005004","2020","19.0%","","(16.9% - 21.1%)","16.9%","21.1%",
"06","California","06111005100","Ventura County, CA - 06111005100","2020","21.5%","","(19.8% - 23.2%)","19.8%","23.2%",
"06","California","06111005202","Ventura County, CA - 06111005202","2020","16.5%","","(15.2% - 18.0%)","15.2%","18.0%",
"06","California","06111005203","Ventura County, CA - 06111005203","2020","17.8%","","(16.4% - 19.4%)","16.4%","19.4%",
"06","California","06111005204","Ventura County, CA - 06111005204","2020","15.7%","","(14.4% - 17.2%)","14.4%","17.2%",
"06","California","06111005205","Ventura County, CA - 06111005205","2020","16.0%","","(14.4% - 17.6%)","14.4%","17.6%",
"06","California","06111005303","Ventura County, CA - 06111005303","2020","15.9%","","(14.2% - 17.6%)","14.2%","17.6%",
"06","California","06111005304","Ventura County, CA - 06111005304","2020","19.8%","","(16.1% - 23.5%)","16.1%","23.5%",
"06","California","06111005305","Ventura County, CA - 06111005305","2020","14.2%","","(13.0% - 15.5%)","13.0%","15.5%",
"06","California","06111005306","Ventura County, CA - 06111005306","2020","14.5%","","(13.0% - 16.3%)","13.0%","16.3%",
"06","California","06111005401","Ventura County, CA - 06111005401","2020","17.1%","","(15.6% - 18.8%)","15.6%","18.8%",
"06","California","06111005403","Ventura County, CA - 06111005403","2020","22.1%","","(20.0% - 24.2%)","20.0%","24.2%",
"06","California","06111005404","Ventura County, CA - 06111005404","2020","20.1%","","(18.3% - 21.8%)","18.3%","21.8%",
"06","California","06111005502","Ventura County, CA - 06111005502","2020","18.7%","","(16.8% - 20.8%)","16.8%","20.8%",
"06","California","06111005503","Ventura County, CA - 06111005503","2020","20.3%","","(18.4% - 22.6%)","18.4%","22.6%",
"06","California","06111005504","Ventura County, CA - 06111005504","2020","16.3%","","(14.5% - 18.2%)","14.5%","18.2%",
"06","California","06111005600","Ventura County, CA - 06111005600","2020","18.3%","","(16.9% - 19.7%)","16.9%","19.7%",
"06","California","06111005700","Ventura County, CA - 06111005700","2020","12.9%","","(11.4% - 14.7%)","11.4%","14.7%",
"06","California","06111005801","Ventura County, CA - 06111005801","2020","13.0%","","(11.4% - 14.9%)","11.4%","14.9%",
"06","California","06111005802","Ventura County, CA - 06111005802","2020","14.8%","","(13.0% - 16.7%)","13.0%","16.7%",
"06","California","06111005901","Ventura County, CA - 06111005901","2020","13.8%","","(12.0% - 16.0%)","12.0%","16.0%",
"06","California","06111005906","Ventura County, CA - 06111005906","2020","13.7%","","(12.2% - 15.4%)","12.2%","15.4%",
"06","California","06111005907","Ventura County, CA - 06111005907","2020","15.3%","","(13.0% - 18.1%)","13.0%","18.1%",
"06","California","06111005908","Ventura County, CA - 06111005908","2020","15.1%","","(13.5% - 17.0%)","13.5%","17.0%",
"06","California","06111005909","Ventura County, CA - 06111005909","2020","17.4%","","(15.3% - 19.7%)","15.3%","19.7%",
"06","California","06111005910","Ventura County, CA - 06111005910","2020","13.6%","","(12.2% - 15.3%)","12.2%","15.3%",
"06","California","06111005911","Ventura County, CA - 06111005911","2020","13.8%","","(12.5% - 15.1%)","12.5%","15.1%",
"06","California","06111006000","Ventura County, CA - 06111006000","2020","15.9%","","(14.6% - 17.3%)","14.6%","17.3%",
"06","California","06111006100","Ventura County, CA - 06111006100","2020","18.3%","","(16.4% - 20.5%)","16.4%","20.5%",
"06","California","06111006200","Ventura County, CA - 06111006200","2020","14.0%","","(12.6% - 15.6%)","12.6%","15.6%",
"06","California","06111006301","Ventura County, CA - 06111006301","2020","15.1%","","(13.2% - 17.3%)","13.2%","17.3%",
"06","California","06111006302","Ventura County, CA - 06111006302","2020","14.2%","","(12.4% - 16.2%)","12.4%","16.2%",
"06","California","06111006400","Ventura County, CA - 06111006400","2020","16.2%","","(14.3% - 18.4%)","14.3%","18.4%",
"06","California","06111006500","Ventura County, CA - 06111006500","2020","20.6%","","(18.4% - 22.9%)","18.4%","22.9%",
"06","California","06111006600","Ventura County, CA - 06111006600","2020","17.2%","","(15.0% - 19.4%)","15.0%","19.4%",
"06","California","06111006700","Ventura County, CA - 06111006700","2020","16.3%","","(14.3% - 18.5%)","14.3%","18.5%",
"06","California","06111006800","Ventura County, CA - 06111006800","2020","19.0%","","(17.0% - 21.2%)","17.0%","21.2%",
"06","California","06111006900","Ventura County, CA - 06111006900","2020","20.3%","","(17.8% - 22.8%)","17.8%","22.8%",
"06","California","06111007000","Ventura County, CA - 06111007000","2020","23.7%","","(21.0% - 26.2%)","21.0%","26.2%",
"06","California","06111007100","Ventura County, CA - 06111007100","2020","22.3%","","(19.9% - 24.9%)","19.9%","24.9%",
"06","California","06111007201","Ventura County, CA - 06111007201","2020","13.9%","","(12.1% - 15.9%)","12.1%","15.9%",
"06","California","06111007202","Ventura County, CA - 06111007202","2020","14.1%","","(12.2% - 16.2%)","12.2%","16.2%",
"06","California","06111007300","Ventura County, CA - 06111007300","2020","14.1%","","(12.6% - 15.8%)","12.6%","15.8%",
"06","California","06111007402","Ventura County, CA - 06111007402","2020","13.7%","","(11.9% - 16.0%)","11.9%","16.0%",
"06","California","06111007403","Ventura County, CA - 06111007403","2020","12.8%","","(11.2% - 14.8%)","11.2%","14.8%",
"06","California","06111007405","Ventura County, CA - 06111007405","2020","13.3%","","(11.5% - 15.1%)","11.5%","15.1%",
"06","California","06111007406","Ventura County, CA - 06111007406","2020","12.5%","","(10.7% - 14.7%)","10.7%","14.7%",
"06","California","06111007505","Ventura County, CA - 06111007505","2020","17.4%","","(15.5% - 19.4%)","15.5%","19.4%",
"06","California","06111007506","Ventura County, CA - 06111007506","2020","15.4%","","(13.5% - 17.4%)","13.5%","17.4%",
"06","California","06111007507","Ventura County, CA - 06111007507","2020","12.7%","","(11.1% - 14.4%)","11.1%","14.4%",
"06","California","06111007508","Ventura County, CA - 06111007508","2020","14.8%","","(13.0% - 16.8%)","13.0%","16.8%",
"06","California","06111007509","Ventura County, CA - 06111007509","2020","14.3%","","(12.6% - 16.2%)","12.6%","16.2%",
"06","California","06111007510","Ventura County, CA - 06111007510","2020","12.6%","","(11.1% - 14.5%)","11.1%","14.5%",
"06","California","06111007511","Ventura County, CA - 06111007511","2020","14.8%","","(13.1% - 16.5%)","13.1%","16.5%",
"06","California","06111007512","Ventura County, CA - 06111007512","2020","16.2%","","(15.0% - 17.5%)","15.0%","17.5%",
"06","California","06111007513","Ventura County, CA - 06111007513","2020","14.6%","","(13.1% - 16.1%)","13.1%","16.1%",
"06","California","06111007514","Ventura County, CA - 06111007514","2020","16.2%","","(14.5% - 18.1%)","14.5%","18.1%",
"06","California","06111007606","Ventura County, CA - 06111007606","2020","15.2%","","(13.4% - 16.9%)","13.4%","16.9%",
"06","California","06111007607","Ventura County, CA - 06111007607","2020","12.7%","","(11.1% - 14.6%)","11.1%","14.6%",
"06","California","06111007609","Ventura County, CA - 06111007609","2020","13.6%","","(11.6% - 15.9%)","11.6%","15.9%",
"06","California","06111007610","Ventura County, CA - 06111007610","2020","14.3%","","(12.6% - 16.3%)","12.6%","16.3%",
"06","California","06111007611","Ventura County, CA - 06111007611","2020","24.9%","","(22.0% - 28.1%)","22.0%","28.1%",
"06","California","06111007612","Ventura County, CA - 06111007612","2020","17.8%","","(16.0% - 19.7%)","16.0%","19.7%",
"06","California","06111007613","Ventura County, CA - 06111007613","2020","13.9%","","(12.4% - 15.5%)","12.4%","15.5%",
"06","California","06111007614","Ventura County, CA - 06111007614","2020","17.5%","","(15.8% - 19.4%)","15.8%","19.4%",
"06","California","06111007700","Ventura County, CA - 06111007700","2020","18.7%","","(17.0% - 20.5%)","17.0%","20.5%",
"06","California","06111007800","Ventura County, CA - 06111007800","2020","22.5%","","(20.5% - 24.5%)","20.5%","24.5%",
"06","California","06111007901","Ventura County, CA - 06111007901","2020","19.5%","","(18.2% - 20.9%)","18.2%","20.9%",
"06","California","06111007903","Ventura County, CA - 06111007903","2020","16.1%","","(14.4% - 18.0%)","14.4%","18.0%",
"06","California","06111007904","Ventura County, CA - 06111007904","2020","18.5%","","(16.7% - 20.3%)","16.7%","20.3%",
"06","California","06111008001","Ventura County, CA - 06111008001","2020","20.8%","","(18.8% - 22.8%)","18.8%","22.8%",
